"Year","Name","No.","Sex","Rank"
1989,"Danielle",232,"Girl",13
1989,"Stephanie",222,"Girl",14
1989,"Kylie",222,"Girl",14
1989,"Natasha",213,"Girl",16
1989,"Anna",211,"Girl",17
1989,"Ashleigh",209,"Girl",18
1989,"Lisa",202,"Girl",19
1989,"Elizabeth",192,"Girl",20
1989,"Kate",190,"Girl",21
1989,"Lauren",176,"Girl",22
1989,"Stacey",174,"Girl",23
1989,"Courtney",164,"Girl",24
1989,"Charlotte",158,"Girl",25
1989,"Michelle",157,"Girl",26
1989,"Nicola",154,"Girl",27
1989,"Hayley",152,"Girl",28
1989,"Kelly",146,"Girl",29
1989,"Natalie",145,"Girl",30
1989,"Sophie",144,"Girl",31
1989,"Jasmine",142,"Girl",32
1989,"Renee",138,"Girl",33
1989,"Alice",127,"Girl",34
1989,"Katie",125,"Girl",35
1989,"Emily",125,"Girl",35
1989,"Holly",121,"Girl",37
1989,"Megan",120,"Girl",38
1989,"Chloe",119,"Girl",39
1989,"Katherine",116,"Girl",40
1989,"Kimberley",116,"Girl",40
1989,"Victoria",113,"Girl",42
1989,"Shannon",112,"Girl",43
1989,"Chelsea",112,"Girl",43
1989,"Ashley",112,"Girl",43
1989,"Olivia",111,"Girl",46
1989,"Alexandra",110,"Girl",47
1989,"Catherine",110,"Girl",47
1989,"Monique",107,"Girl",49
1989,"Gemma",107,"Girl",49
1989,"Aimee",107,"Girl",49
1989,"Jade",106,"Girl",52
1989,"Lucy",103,"Girl",53
1989,"Jennifer",102,"Girl",54
1989,"Amber",95,"Girl",55
1989,"Brooke",93,"Girl",56
1989,"Christina",92,"Girl",57
1989,"Melanie",91,"Girl",58
1989,"Claire",91,"Girl",58
1989,"Angela",88,"Girl",60
1989,"Rachael",87,"Girl",61
1989,"Zoe",86,"Girl",62
1989,"Maria",85,"Girl",63
1989,"Jenna",81,"Girl",64
1989,"Kayla",80,"Girl",65
1989,"Grace",80,"Girl",65
1989,"Vanessa",77,"Girl",67
1989,"Jessie",77,"Girl",67
1989,"Julia",77,"Girl",67
1989,"Jamie",76,"Girl",70
1989,"Toni",74,"Girl",71
1989,"Kirsty",74,"Girl",71
1989,"Tamara",73,"Girl",73
1989,"Sara",70,"Girl",74
1989,"Tracey",70,"Girl",74
1989,"Kathryn",70,"Girl",74
1989,"Erin",69,"Girl",77
1989,"Rochelle",68,"Girl",78
1989,"Alicia",62,"Girl",79
1989,"Kelsey",61,"Girl",80
1989,"Helen",61,"Girl",80
1989,"Tessa",60,"Girl",82
1989,"Mary",60,"Girl",82
1989,"Louise",59,"Girl",84
1989,"Cassandra",59,"Girl",84
1989,"Alana",59,"Girl",84
1989,"Rebekah",58,"Girl",87
1989,"Morgan",58,"Girl",87
1989,"Caitlin",58,"Girl",87
1989,"Tara",57,"Girl",90
1989,"Katrina",55,"Girl",91
1989,"Casey",54,"Girl",92
1989,"Joanna",53,"Girl",93
1989,"Krystal",53,"Girl",93
1989,"Amelia",53,"Girl",93
1989,"Crystal",53,"Girl",93
1989,"Rose",51,"Girl",97
1989,"Lydia",51,"Girl",97
1989,"Kirsten",51,"Girl",97
1989,"Anita",50,"Girl",100
1990,"Jessica",602,"Girl",1
1990,"Sarah",551,"Girl",2
1990,"Samantha",489,"Girl",3
1990,"Emma",435,"Girl",4
1990,"Rebecca",358,"Girl",5
1990,"Nicole",350,"Girl",6
1990,"Hannah",339,"Girl",7
1990,"Melissa",284,"Girl",8
1990,"Amy",275,"Girl",9
1990,"Rachel",267,"Girl",10
1990,"Laura",261,"Girl",11
1990,"Danielle",249,"Girl",12
1990,"Stephanie",246,"Girl",13
1990,"Hayley",233,"Girl",14
1990,"Ashleigh",220,"Girl",15
1990,"Natasha",213,"Girl",16
1990,"Anna",213,"Girl",16
1990,"Kate",190,"Girl",18
1990,"Lauren",189,"Girl",19
1990,"Amanda",182,"Girl",20
1990,"Courtney",182,"Girl",20
1990,"Megan",179,"Girl",22
1990,"Elizabeth",178,"Girl",23
1990,"Emily",169,"Girl",24
1990,"Lisa",164,"Girl",25
1990,"Alexandra",161,"Girl",26
1990,"Kimberley",159,"Girl",27
1990,"Sophie",153,"Girl",28
1990,"Stacey",152,"Girl",29
1990,"Michelle",150,"Girl",30
1990,"Charlotte",149,"Girl",31
1990,"Kelly",148,"Girl",32
1990,"Holly",147,"Girl",33
1990,"Ashley",143,"Girl",34
1990,"Olivia",140,"Girl",35
1990,"Jasmine",139,"Girl",36
1990,"Victoria",134,"Girl",37
1990,"Shannon",131,"Girl",38
1990,"Chelsea",130,"Girl",39
1990,"Natalie",128,"Girl",40
1990,"Jennifer",128,"Girl",40
1990,"Nicola",125,"Girl",42
1990,"Chloe",125,"Girl",42
1990,"Renee",119,"Girl",44
1990,"Katherine",118,"Girl",45
1990,"Jessie",116,"Girl",46
1990,"Katie",115,"Girl",47
1990,"Alice",112,"Girl",48
1990,"Jade",107,"Girl",49
1990,"Catherine",106,"Girl",50
1990,"Claire",105,"Girl",51
1990,"Kelsey",103,"Girl",52
1990,"Amber",103,"Girl",52
1990,"Lucy",102,"Girl",54
1990,"Monique",99,"Girl",55
1990,"Brooke",98,"Girl",56
1990,"Zoe",95,"Girl",57
1990,"Gemma",93,"Girl",58
1990,"Christina",92,"Girl",59
1990,"Rachael",90,"Girl",60
1990,"Kathryn",89,"Girl",61
1990,"Jordan",89,"Girl",61
1990,"Aimee",89,"Girl",61
1990,"Caitlin",80,"Girl",64
1990,"Maria",79,"Girl",65
1990,"Grace",79,"Girl",65
1990,"Erin",79,"Girl",65
1990,"Casey",79,"Girl",65
1990,"Tessa",78,"Girl",69
1990,"Jamie",78,"Girl",69
1990,"Alana",77,"Girl",71
1990,"Toni",76,"Girl",72
1990,"Rebekah",75,"Girl",73
1990,"Melanie",70,"Girl",74
1990,"Jenna",70,"Girl",74
1990,"Vanessa",69,"Girl",76
1990,"Louise",68,"Girl",77
1990,"Sara",67,"Girl",78
1990,"Julia",67,"Girl",78
1990,"Tamara",65,"Girl",80
1990,"Katrina",63,"Girl",81
1990,"Joanna",62,"Girl",82
1990,"Kirsty",60,"Girl",83
1990,"Helen",60,"Girl",83
1990,"Amelia",58,"Girl",85
1990,"Georgia",57,"Girl",86
1990,"Brittany",57,"Girl",86
1990,"Tracey",56,"Girl",88
1990,"Kayla",56,"Girl",88
1990,"Cassandra",56,"Girl",88
1990,"Bridget",56,"Girl",88
1990,"Tania",54,"Girl",92
1990,"Morgan",54,"Girl",92
1990,"Kylie",54,"Girl",92
1990,"Leah",54,"Girl",92
1990,"Sinead",53,"Girl",96
1990,"Mary",53,"Girl",96
1990,"Nikita",53,"Girl",96
1990,"Angela",53,"Girl",96
1990,"Georgina",52,"Girl",100
1991,"Jessica",591,"Girl",1
1991,"Sarah",560,"Girl",2
1991,"Samantha",452,"Girl",3
1991,"Emma",428,"Girl",4
1991,"Nicole",360,"Girl",5
1991,"Rebecca",353,"Girl",6
1991,"Hannah",350,"Girl",7
1991,"Rachel",315,"Girl",8
1991,"Ashleigh",279,"Girl",9
1991,"Amy",265,"Girl",10
1991,"Stephanie",263,"Girl",11
1991,"Danielle",253,"Girl",12
1991,"Laura",249,"Girl",13
1991,"Melissa",245,"Girl",14
1991,"Hayley",200,"Girl",15
1991,"Anna",194,"Girl",16
1991,"Olivia",188,"Girl",17
1991,"Natasha",179,"Girl",18
1991,"Chloe",175,"Girl",19
1991,"Kayla",174,"Girl",20
1991,"Kate",173,"Girl",21
1991,"Courtney",172,"Girl",22
1991,"Ashley",166,"Girl",23
1991,"Megan",164,"Girl",24
1991,"Elizabeth",163,"Girl",25
1991,"Charlotte",155,"Girl",26
1991,"Michelle",152,"Girl",27
1991,"Emily",152,"Girl",27
1991,"Lauren",148,"Girl",29
1991,"Amber",148,"Girl",29
1991,"Lisa",146,"Girl",31
1991,"Amanda",146,"Girl",31
1991,"Chelsea",142,"Girl",33
1991,"Caitlin",140,"Girl",34
1991,"Stacey",138,"Girl",35
1991,"Nicola",135,"Girl",36
1991,"Alexandra",133,"Girl",37
1991,"Kelly",131,"Girl",38
1991,"Sophie",129,"Girl",39
1991,"Shannon",126,"Girl",40
1991,"Victoria",124,"Girl",41
1991,"Alice",124,"Girl",41
1991,"Grace",119,"Girl",43
1991,"Jasmine",118,"Girl",44
1991,"Kimberley",117,"Girl",45
1991,"Rachael",111,"Girl",46
1991,"Holly",109,"Girl",47
1991,"Kelsey",108,"Girl",48
1991,"Christina",107,"Girl",49
1991,"Natalie",106,"Girl",50
1991,"Lucy",103,"Girl",51
1991,"Katie",102,"Girl",52
1991,"Brooke",102,"Girl",52
1991,"Zoe",101,"Girl",54
1991,"Renee",101,"Girl",54
1991,"Aimee",98,"Girl",56
1991,"Jordan",96,"Girl",57
1991,"Rebekah",94,"Girl",58
1991,"Georgia",92,"Girl",59
1991,"Catherine",91,"Girl",60
1991,"Toni",87,"Girl",61
1991,"Jennifer",86,"Girl",62
1991,"Jade",85,"Girl",63
1991,"Katherine",83,"Girl",64
1991,"Tessa",81,"Girl",65
1991,"Alana",79,"Girl",66
1991,"Monique",78,"Girl",67
1991,"Kirsty",78,"Girl",67
1991,"Jamie",76,"Girl",69
1991,"Jessie",75,"Girl",70
1991,"Angela",75,"Girl",70
1991,"Casey",75,"Girl",70
1991,"Brittany",74,"Girl",73
1991,"Gemma",71,"Girl",74
1991,"Vanessa",69,"Girl",75
1991,"Melanie",69,"Girl",75
1991,"Claire",69,"Girl",75
1991,"Kathryn",68,"Girl",78
1991,"Georgina",67,"Girl",79
1991,"Louise",66,"Girl",80
1991,"Erin",66,"Girl",80
1991,"Rochelle",65,"Girl",82
1991,"Maria",63,"Girl",83
1991,"Ellen",63,"Girl",83
1991,"Julia",62,"Girl",85
1991,"Alicia",60,"Girl",86
1991,"Tara",58,"Girl",87
1991,"Nikita",58,"Girl",87
1991,"Mary",57,"Girl",89
1991,"Leah",57,"Girl",89
1991,"Paige",56,"Girl",91
1991,"Krystal",56,"Girl",91
1991,"Sara",53,"Girl",93
1991,"Christine",52,"Girl",94
1991,"Bridget",52,"Girl",94
1991,"Ashlee",51,"Girl",96
1991,"Abigail",51,"Girl",96
1991,"Tracey",50,"Girl",98
1991,"Amelia",50,"Girl",98
1991,"Tania",49,"Girl",100
1992,"Jessica",565,"Girl",1
1992,"Sarah",495,"Girl",2
1992,"Hannah",397,"Girl",3
1992,"Samantha",371,"Girl",4
1992,"Emma",360,"Girl",5
1992,"Rebecca",317,"Girl",6
1992,"Nicole",299,"Girl",7
1992,"Ashleigh",253,"Girl",8
1992,"Laura",248,"Girl",9
1992,"Danielle",226,"Girl",10
1992,"Amy",213,"Girl",11
1992,"Emily",208,"Girl",12
1992,"Melissa",195,"Girl",13
1992,"Rachel",193,"Girl",14
1992,"Kate",191,"Girl",15
1992,"Stephanie",186,"Girl",16
1992,"Olivia",182,"Girl",17
1992,"Kayla",180,"Girl",18
1992,"Charlotte",175,"Girl",19
1992,"Sophie",169,"Girl",20
1992,"Chloe",169,"Girl",20
1992,"Anna",167,"Girl",22
1992,"Courtney",165,"Girl",23
1992,"Grace",162,"Girl",24
1992,"Hayley",161,"Girl",25
1992,"Ashley",157,"Girl",26
1992,"Georgia",156,"Girl",27
1992,"Alexandra",155,"Girl",28
1992,"Natasha",153,"Girl",29
1992,"Michelle",152,"Girl",30
1992,"Elizabeth",150,"Girl",31
1992,"Lisa",144,"Girl",32
1992,"Jasmine",144,"Girl",32
1992,"Chelsea",144,"Girl",32
1992,"Lauren",135,"Girl",35
1992,"Victoria",128,"Girl",36
1992,"Stacey",127,"Girl",37
1992,"Katie",121,"Girl",38
1992,"Megan",120,"Girl",39
1992,"Shannon",119,"Girl",40
1992,"Amber",116,"Girl",41
1992,"Brooke",114,"Girl",42
1992,"Natalie",111,"Girl",43
1992,"Caitlin",110,"Girl",44
1992,"Alice",110,"Girl",44
1992,"Amanda",109,"Girl",46
1992,"Kelly",105,"Girl",47
1992,"Nicola",101,"Girl",48
1992,"Holly",101,"Girl",48
1992,"Lucy",100,"Girl",50
1992,"Zoe",99,"Girl",51
1992,"Renee",99,"Girl",51
1992,"Aimee",99,"Girl",51
1992,"Gemma",98,"Girl",54
1992,"Jade",97,"Girl",55
1992,"Jordan",95,"Girl",56
1992,"Christina",94,"Girl",57
1992,"Kimberley",90,"Girl",58
1992,"Kelsey",88,"Girl",59
1992,"Alana",88,"Girl",59
1992,"Brittany",85,"Girl",61
1992,"Jennifer",84,"Girl",62
1992,"Catherine",84,"Girl",62
1992,"Katherine",82,"Girl",64
1992,"Paige",76,"Girl",65
1992,"Monique",76,"Girl",65
1992,"Jessie",76,"Girl",65
1992,"Kirsty",75,"Girl",68
1992,"Rebekah",73,"Girl",69
1992,"Amelia",69,"Girl",70
1992,"Vanessa",68,"Girl",71
1992,"Nikita",68,"Girl",71
1992,"Maria",68,"Girl",71
1992,"Morgan",68,"Girl",71
1992,"Jamie",68,"Girl",71
1992,"Claire",68,"Girl",71
1992,"Louise",67,"Girl",77
1992,"Tessa",65,"Girl",78
1992,"Rachael",64,"Girl",79
1992,"Casey",64,"Girl",79
1992,"Josephine",63,"Girl",81
1992,"Toni",62,"Girl",82
1992,"Gabrielle",62,"Girl",82
1992,"Julia",61,"Girl",84
1992,"Ruby",59,"Girl",85
1992,"Georgina",58,"Girl",86
1992,"Erin",57,"Girl",87
1992,"Leah",56,"Girl",88
1992,"Sara",55,"Girl",89
1992,"Kathryn",55,"Girl",89
1992,"Crystal",55,"Girl",89
1992,"Christine",54,"Girl",92
1992,"Melanie",53,"Girl",93
1992,"Rose",53,"Girl",93
1992,"Aleisha",53,"Girl",93
1992,"Angela",52,"Girl",96
1992,"Ashlee",52,"Girl",96
1992,"Joanna",51,"Girl",98
1992,"Abigail",51,"Girl",98
1992,"Tegan",49,"Girl",100
1993,"Jessica",558,"Girl",1
1993,"Sarah",460,"Girl",2
1993,"Samantha",377,"Girl",3
1993,"Hannah",363,"Girl",4
1993,"Emma",351,"Girl",5
1993,"Rebecca",320,"Girl",6
1993,"Nicole",309,"Girl",7
1993,"Danielle",264,"Girl",8
1993,"Ashleigh",258,"Girl",9
1993,"Laura",239,"Girl",10
1993,"Georgia",235,"Girl",11
1993,"Amy",230,"Girl",12
1993,"Olivia",225,"Girl",13
1993,"Courtney",203,"Girl",14
1993,"Kate",195,"Girl",15
1993,"Stephanie",192,"Girl",16
1993,"Rachel",190,"Girl",17
1993,"Emily",189,"Girl",18
1993,"Sophie",177,"Girl",19
1993,"Renee",168,"Girl",20
1993,"Natasha",166,"Girl",21
1993,"Melissa",166,"Girl",21
1993,"Anna",163,"Girl",23
1993,"Chelsea",161,"Girl",24
1993,"Hayley",160,"Girl",25
1993,"Alexandra",157,"Girl",26
1993,"Chloe",156,"Girl",27
1993,"Charlotte",155,"Girl",28
1993,"Ashley",154,"Girl",29
1993,"Kayla",152,"Girl",30
1993,"Shannon",146,"Girl",31
1993,"Brooke",143,"Girl",32
1993,"Caitlin",139,"Girl",33
1993,"Grace",135,"Girl",34
1993,"Jasmine",135,"Girl",34
1993,"Megan",133,"Girl",36
1993,"Holly",132,"Girl",37
1993,"Tessa",129,"Girl",38
1993,"Elizabeth",129,"Girl",38
1993,"Lauren",126,"Girl",40
1993,"Katie",122,"Girl",41
1993,"Brittany",121,"Girl",42
1993,"Victoria",117,"Girl",43
1993,"Amanda",117,"Girl",43
1993,"Zoe",115,"Girl",45
1993,"Kelly",114,"Girl",46
1993,"Paige",112,"Girl",47
1993,"Lisa",111,"Girl",48
1993,"Alice",106,"Girl",49
1993,"Michelle",103,"Girl",50
1993,"Amber",93,"Girl",51
1993,"Rebekah",91,"Girl",52
1993,"Aimee",91,"Girl",52
1993,"Jade",89,"Girl",54
1993,"Lucy",87,"Girl",55
1993,"Kimberley",86,"Girl",56
1993,"Christina",86,"Girl",56
1993,"Stacey",85,"Girl",58
1993,"Nicola",85,"Girl",58
1993,"Catherine",83,"Girl",60
1993,"Amelia",82,"Girl",61
1993,"Cassandra",80,"Girl",62
1993,"Monique",79,"Girl",63
1993,"Natalie",78,"Girl",64
1993,"Katherine",78,"Girl",64
1993,"Gemma",77,"Girl",66
1993,"Jennifer",75,"Girl",67
1993,"Gabrielle",72,"Girl",68
1993,"Jordan",72,"Girl",68
1993,"Ruby",69,"Girl",70
1993,"Julia",66,"Girl",71
1993,"Jamie",65,"Girl",72
1993,"Georgina",65,"Girl",72
1993,"Alana",64,"Girl",74
1993,"Kelsey",63,"Girl",75
1993,"Kirsty",63,"Girl",75
1993,"Kathryn",61,"Girl",77
1993,"Jessie",61,"Girl",77
1993,"Nikita",60,"Girl",79
1993,"Crystal",60,"Girl",79
1993,"Michaela",59,"Girl",81
1993,"Toni",57,"Girl",82
1993,"Leah",57,"Girl",82
1993,"Melanie",57,"Girl",82
1993,"Claire",57,"Girl",82
1993,"Casey",56,"Girl",86
1993,"Morgan",55,"Girl",87
1993,"Chantelle",55,"Girl",87
1993,"Ashlee",55,"Girl",87
1993,"Rachael",54,"Girl",90
1993,"Vanessa",53,"Girl",91
1993,"Maria",52,"Girl",92
1993,"Krystal",52,"Girl",92
1993,"Tegan",51,"Girl",94
1993,"Madeleine",51,"Girl",94
1993,"Erin",51,"Girl",94
1993,"Rose",50,"Girl",97
1993,"Louise",50,"Girl",97
1993,"Ella",50,"Girl",97
1993,"April",49,"Girl",100
1994,"Jessica",479,"Girl",1
1994,"Sarah",399,"Girl",2
1994,"Samantha",362,"Girl",3
1994,"Hannah",333,"Girl",4
1994,"Emma",278,"Girl",5
1994,"Georgia",274,"Girl",6
1994,"Rebecca",273,"Girl",7
1994,"Olivia",257,"Girl",8
1994,"Ashleigh",248,"Girl",9
1994,"Courtney",235,"Girl",10
1994,"Danielle",223,"Girl",11
1994,"Nicole",222,"Girl",12
1994,"Laura",210,"Girl",13
1994,"Amy",203,"Girl",14
1994,"Sophie",201,"Girl",15
1994,"Holly",195,"Girl",16
1994,"Emily",187,"Girl",17
1994,"Stephanie",186,"Girl",18
1994,"Chelsea",182,"Girl",19
1994,"Kate",180,"Girl",20
1994,"Brooke",173,"Girl",21
1994,"Natasha",165,"Girl",22
1994,"Kayla",165,"Girl",22
1994,"Brittany",164,"Girl",24
1994,"Grace",160,"Girl",25
1994,"Charlotte",160,"Girl",25
1994,"Rachel",158,"Girl",27
1994,"Lauren",157,"Girl",28
1994,"Alexandra",156,"Girl",29
1994,"Anna",151,"Girl",30
1994,"Caitlin",150,"Girl",31
1994,"Ashley",146,"Girl",32
1994,"Paige",140,"Girl",33
1994,"Melissa",138,"Girl",34
1994,"Chloe",130,"Girl",35
1994,"Hayley",129,"Girl",36
1994,"Jasmine",127,"Girl",37
1994,"Elizabeth",122,"Girl",38
1994,"Renee",119,"Girl",39
1994,"Michaela",114,"Girl",40
1994,"Victoria",113,"Girl",41
1994,"Zoe",109,"Girl",42
1994,"Amber",103,"Girl",43
1994,"Megan",102,"Girl",44
1994,"Tessa",100,"Girl",45
1994,"Lucy",100,"Girl",45
1994,"Alice",99,"Girl",47
1994,"Michelle",96,"Girl",48
1994,"Jessie",96,"Girl",48
1994,"Shannon",92,"Girl",50
1994,"Mikayla",92,"Girl",50
1994,"Jade",92,"Girl",50
1994,"Stacey",90,"Girl",53
1994,"Natalie",85,"Girl",54
1994,"Katie",83,"Girl",55
1994,"Rebekah",82,"Girl",56
1994,"Tayla",81,"Girl",57
1994,"Aimee",80,"Girl",58
1994,"Kimberley",78,"Girl",59
1994,"Crystal",78,"Girl",59
1994,"Monique",77,"Girl",61
1994,"Amanda",76,"Girl",62
1994,"Cassandra",75,"Girl",63
1994,"Catherine",75,"Girl",63
1994,"Nicola",74,"Girl",65
1994,"Jennifer",73,"Girl",66
1994,"Amelia",73,"Girl",66
1994,"Gemma",72,"Girl",68
1994,"Katherine",71,"Girl",69
1994,"Christina",70,"Girl",70
1994,"Taylor",68,"Girl",71
1994,"Ruby",67,"Girl",72
1994,"Leah",66,"Girl",73
1994,"Lisa",66,"Girl",73
1994,"Toni",64,"Girl",75
1994,"Kelsey",64,"Girl",75
1994,"Kelly",64,"Girl",75
1994,"Jordan",64,"Girl",75
1994,"Morgan",62,"Girl",79
1994,"Gabrielle",60,"Girl",80
1994,"Georgina",59,"Girl",81
1994,"Nikita",56,"Girl",82
1994,"Kathryn",56,"Girl",82
1994,"Erin",55,"Girl",84
1994,"Maria",54,"Girl",85
1994,"Claudia",54,"Girl",85
1994,"Ashlee",53,"Girl",87
1994,"Tiana",52,"Girl",88
1994,"Madeleine",52,"Girl",88
1994,"Madison",52,"Girl",88
1994,"Rachael",51,"Girl",91
1994,"Abigail",51,"Girl",91
1994,"Tegan",50,"Girl",93
1994,"Tori",50,"Girl",93
1994,"Krystal",50,"Girl",93
1994,"Alana",50,"Girl",93
1994,"Aleisha",49,"Girl",97
1994,"Vanessa",48,"Girl",98
1994,"Julia",48,"Girl",98
1994,"Louise",46,"Girl",100
1995,"Jessica",547,"Girl",1
1995,"Sarah",425,"Girl",2
1995,"Hannah",377,"Girl",3
1995,"Samantha",318,"Girl",4
1995,"Emma",291,"Girl",5
1995,"Olivia",285,"Girl",6
1995,"Georgia",260,"Girl",7
1995,"Laura",230,"Girl",8
1995,"Emily",230,"Girl",8
1995,"Rebecca",227,"Girl",10
1995,"Courtney",226,"Girl",11
1995,"Danielle",223,"Girl",12
1995,"Ashleigh",217,"Girl",13
1995,"Nicole",209,"Girl",14
1995,"Sophie",200,"Girl",15
1995,"Stephanie",199,"Girl",16
1995,"Caitlin",185,"Girl",17
1995,"Grace",177,"Girl",18
1995,"Brooke",177,"Girl",18
1995,"Kate",170,"Girl",20
1995,"Amy",162,"Girl",21
1995,"Anna",155,"Girl",22
1995,"Kayla",149,"Girl",23
1995,"Ashley",148,"Girl",24
1995,"Brittany",147,"Girl",25
1995,"Holly",145,"Girl",26
1995,"Lauren",144,"Girl",27
1995,"Rachel",140,"Girl",28
1995,"Jasmine",137,"Girl",29
1995,"Natasha",133,"Girl",30
1995,"Charlotte",130,"Girl",31
1995,"Alexandra",129,"Girl",32
1995,"Amber",123,"Girl",33
1995,"Melissa",117,"Girl",34
1995,"Chelsea",117,"Girl",34
1995,"Elizabeth",116,"Girl",36
1995,"Paige",115,"Girl",37
1995,"Alice",115,"Girl",37
1995,"Hayley",114,"Girl",39
1995,"Michaela",111,"Girl",40
1995,"Renee",111,"Girl",40
1995,"Victoria",104,"Girl",42
1995,"Tayla",101,"Girl",43
1995,"Zoe",99,"Girl",44
1995,"Shannon",99,"Girl",44
1995,"Taylor",97,"Girl",46
1995,"Lucy",91,"Girl",47
1995,"Monique",89,"Girl",48
1995,"Megan",85,"Girl",49
1995,"Tessa",82,"Girl",50
1995,"Jessie",82,"Girl",50
1995,"Kelly",79,"Girl",52
1995,"Ruby",78,"Girl",53
1995,"Aimee",77,"Girl",54
1995,"Katie",76,"Girl",55
1995,"Claudia",76,"Girl",55
1995,"Nikita",74,"Girl",57
1995,"Michelle",73,"Girl",58
1995,"Mikayla",73,"Girl",58
1995,"Jade",72,"Girl",60
1995,"Madison",70,"Girl",61
1995,"Stacey",69,"Girl",62
1995,"Gabrielle",68,"Girl",63
1995,"Rebekah",66,"Girl",64
1995,"Amanda",66,"Girl",64
1995,"Crystal",66,"Girl",64
1995,"Leah",64,"Girl",67
1995,"Christina",64,"Girl",67
1995,"Amelia",63,"Girl",69
1995,"Morgan",62,"Girl",70
1995,"Lisa",61,"Girl",71
1995,"Kimberley",61,"Girl",71
1995,"Cassandra",61,"Girl",71
1995,"Ella",61,"Girl",71
1995,"Cheyenne",61,"Girl",71
1995,"Natalie",60,"Girl",76
1995,"Kelsey",59,"Girl",77
1995,"Abigail",58,"Girl",78
1995,"Katherine",57,"Girl",79
1995,"Eden",56,"Girl",80
1995,"Rose",54,"Girl",81
1995,"Jennifer",54,"Girl",81
1995,"Gemma",54,"Girl",81
1995,"Casey",54,"Girl",81
1995,"Toni",53,"Girl",85
1995,"Vanessa",53,"Girl",85
1995,"Jamie",53,"Girl",85
1995,"Jordan",52,"Girl",88
1995,"Sophia",51,"Girl",89
1995,"Isabella",51,"Girl",89
1995,"Nicola",49,"Girl",91
1995,"Catherine",49,"Girl",91
1995,"Lydia",48,"Girl",93
1995,"Georgina",48,"Girl",93
1995,"Erin",48,"Girl",93
1995,"Alana",48,"Girl",93
1995,"Tiana",46,"Girl",97
1995,"Savannah",46,"Girl",97
1995,"Maria",46,"Girl",97
1995,"Maddison",45,"Girl",100
1996,"Jessica",504,"Girl",1
1996,"Hannah",333,"Girl",2
1996,"Sarah",316,"Girl",3
1996,"Georgia",313,"Girl",4
1996,"Samantha",296,"Girl",5
1996,"Emma",284,"Girl",6
1996,"Olivia",247,"Girl",7
1996,"Courtney",217,"Girl",8
1996,"Laura",214,"Girl",9
1996,"Rebecca",213,"Girl",10
1996,"Danielle",213,"Girl",10
1996,"Sophie",198,"Girl",12
1996,"Emily",195,"Girl",13
1996,"Ashleigh",194,"Girl",14
1996,"Brooke",184,"Girl",15
1996,"Grace",178,"Girl",16
1996,"Kate",175,"Girl",17
1996,"Amy",166,"Girl",18
1996,"Nicole",161,"Girl",19
1996,"Holly",155,"Girl",20
1996,"Paige",154,"Girl",21
1996,"Stephanie",146,"Girl",22
1996,"Caitlin",144,"Girl",23
1996,"Rachel",140,"Girl",24
1996,"Charlotte",140,"Girl",24
1996,"Lauren",134,"Girl",26
1996,"Tayla",133,"Girl",27
1996,"Anna",133,"Girl",27
1996,"Brittany",125,"Girl",29
1996,"Jasmine",124,"Girl",30
1996,"Natasha",123,"Girl",31
1996,"Lucy",121,"Girl",32
1996,"Ashley",118,"Girl",33
1996,"Zoe",117,"Girl",34
1996,"Madison",117,"Girl",34
1996,"Shannon",116,"Girl",36
1996,"Elizabeth",116,"Girl",36
1996,"Kayla",115,"Girl",38
1996,"Claudia",115,"Girl",38
1996,"Hayley",110,"Girl",40
1996,"Chelsea",107,"Girl",41
1996,"Megan",106,"Girl",42
1996,"Alexandra",106,"Girl",42
1996,"Alice",104,"Girl",44
1996,"Victoria",103,"Girl",45
1996,"Michaela",103,"Girl",45
1996,"Mikayla",103,"Girl",45
1996,"Katie",103,"Girl",45
1996,"Jade",102,"Girl",49
1996,"Ella",97,"Girl",50
1996,"Renee",90,"Girl",51
1996,"Jessie",90,"Girl",51
1996,"Melissa",86,"Girl",53
1996,"Amber",85,"Girl",54
1996,"Ruby",84,"Girl",55
1996,"Taylor",82,"Girl",56
1996,"Monique",79,"Girl",57
1996,"Tessa",75,"Girl",58
1996,"Isabella",73,"Girl",59
1996,"Gemma",71,"Girl",60
1996,"Michelle",68,"Girl",61
1996,"Phoebe",67,"Girl",62
1996,"Rebekah",67,"Girl",62
1996,"Nikita",67,"Girl",62
1996,"Morgan",67,"Girl",62
1996,"Catherine",67,"Girl",62
1996,"Amanda",64,"Girl",67
1996,"Jennifer",62,"Girl",68
1996,"Katherine",62,"Girl",68
1996,"Kelly",62,"Girl",68
1996,"Gabrielle",62,"Girl",68
1996,"Jordan",62,"Girl",68
1996,"Ellen",61,"Girl",73
1996,"Abigail",61,"Girl",73
1996,"Kelsey",60,"Girl",75
1996,"Julia",59,"Girl",76
1996,"Jamie",58,"Girl",77
1996,"Crystal",57,"Girl",78
1996,"Aimee",57,"Girl",78
1996,"Christina",57,"Girl",78
1996,"Natalie",56,"Girl",81
1996,"Monica",56,"Girl",81
1996,"Kimberley",56,"Girl",81
1996,"Ashlee",56,"Girl",81
1996,"Cassandra",55,"Girl",85
1996,"Summer",54,"Girl",86
1996,"Lisa",54,"Girl",86
1996,"Georgina",54,"Girl",86
1996,"Leah",54,"Girl",86
1996,"Amelia",54,"Girl",86
1996,"Nicola",53,"Girl",91
